season,date,reported_time,T_SFC,T_SFC_historical,RH_SFC,RH_SFC_historical,WindMagKmh_SFC,WindMagKmh_SFC_historical,DF_SFC,DF_SFC_historical,KBDI,KBDI_historical,soil_moisture,Curing,Curing_historical,grass_density_3km,forest_density_3km,shrub_density_3km,noveg_density_3km,primary_fuel_type,distance_to_interface,elevation_m,ruggedness_average_3km,building_density_3km,building_density_20km,road_density_km_in_3km,road_distance_m,FFDI,FFDI_historical,GFDI,GFDI_historical,uncontrolled_within_2_hrs,uncontrolled_within_4_hrs,uncontrolled_within_5_ha,uncontrolled_within_100_ha
2012-13,,,,15.4,,76.0,,20.37,,8.17,,57.8,0.15221108496189117,,47.0,0.45253035404550557,0.3421844709723498,0.05690745842260994,0.14837771655953472,grass,1,201.0,9.80865,16,1399,104.30017733645465,0.5202591255213612,,2.0,,0.05,0.0,0.0,0.0,0.0
2012-13,,,,11.3,,68.1,,10.74,,6.92,,75.2,0.4077758193016052,,73.0,0.8515712682379349,0.12516579940822364,0.007193143556779921,0.016069788797061495,grass,1,227.0,8.9443,1,94,43.45818405230794,1.3668772880093036,,1.55,,0.43,0.0,0.0,0.0,0.0
2012-13,,,,8.0,,98.3,,6.85,,8.69,,70.8,0.29060328006744385,,42.0,0.4898224670951944,0.22949188858279768,0.033619018467503314,0.24706662585450462,grass,6,146.0,7.322575,81,1573,224.07244479348947,157.21801772015377,,0.56,,0.01,0.0,0.0,0.0,0.0
2012-13,,,,16.7,,57.4,,21.48,,10.0,,127.8,0.32721319794654846,,84.0,0.9673247627793082,0.025558616467707376,0.0,0.007116620752984391,grass,12,122.0,0.56675,10,140,38.57958422970932,0.24565063653846608,,4.95,,3.35,0.0,0.0,0.0,0.0
2012-13,,,,10.6,,82.7,,11.85,,9.71,,109.9,0.33963337540626526,,69.0,0.4772727272727273,0.21831955922865015,0.0,0.30440771349862256,grass,0,128.0,1.29315,133,165,142.20149518607303,6.933447053076617,,1.31,,0.28,0.0,0.0,0.0,0.0
2012-13,,,,17.7,,55.6,,20.19,,7.86,,49.6,0.19016343355178833,,44.0,0.7873431282522192,0.11399347005407612,7.652280379553107e-05,0.09858687888990916,grass,0,84.0,4.140225,28,1290,69.5930384845319,0.4944743794081386,,4.16,,0.09,0.0,0.0,0.0,0.0
2012-13,,,,13.5,,60.9,,7.78,,8.22,,101.8,0.5882533192634583,,71.0,0.5145393327211509,0.42888480767268644,0.029869401081522293,0.026706458524640334,grass,5,96.0,1.0228,1,40,69.1670147100936,243.6133432233615,,2.37,,0.36,0.0,0.0,0.0,0.0
2012-13,,,,11.5,,63.0,,7.78,,6.89,,30.1,0.3132631182670593,,46.0,0.637307417610448,0.2781093765942251,0.0,0.08458320579532697,grass,0,227.0,9.926375,23,161,98.42242316618518,22.363942921155743,,1.72,,0.02,0.0,0.0,0.0,0.0
2012-13,,,,12.2,,60.2,,6.11,,4.88,,0.6,0.6646252870559692,,36.0,0.46696765636159576,0.3562646668707275,0.1458779716355474,0.030889705132129353,grass,0,241.0,11.861375,17,450,58.59293992090963,38.07630394978973,,1.33,,0.0,0.0,0.0,0.0,0.0
2012-13,,,,12.1,,49.4,,12.04,,6.97,,32.7,0.5863323211669922,,47.0,0.4151107029894909,0.5602744617896133,0.0,0.024614835220895803,forest,1,280.0,4.37995,2,259,63.67873101028535,64.23149113806836,,3.14,,0.07,0.0,0.0,0.0,0.0
2012-13,,,,12.5,,63.9,,13.89,,10.0,,130.8,0.786296546459198,,70.0,0.6309560248954188,0.0721610039791858,0.05415263748597082,0.2427303336394246,grass,0,54.0,1.658175,44,365,140.02120201074553,16.67111559943482,,2.88,,0.52,0.0,0.0,0.0,0.0
2012-13,,,,12.8,,59.3,,6.48,,8.89,,76.9,0.5789309144020081,,71.0,0.521757983879196,0.20189266401387612,0.25063769003162945,0.025711662075298403,grass,1,214.0,3.195575,5,24,91.89819705810561,1.7335253129287633,,2.55,,0.14,0.0,0.0,0.0,0.0
2012-13,,,,9.6,,81.0,,9.07,,5.98,,9.0,0.18647445738315582,,48.0,0.5918783797571676,0.37626262626262624,0.007601265177022753,0.024257728803183387,grass,0,259.0,23.59975,2,72,67.4128494178985,0.2557404032428452,,0.78,,0.02,,,0.0,0.0
2013-14,,,,6.9,,96.1,,7.22,,9.15,,86.0,0.5300634503364563,,63.0,0.87825221916131,0.10271911029486787,0.0027803285379042956,0.016248342005917814,grass,1,99.0,0.90745,0,80,25.5811591520598,215.2513029931783,,0.62,,0.11,1.0,1.0,0.0,0.0
2013-14,,,,11.3,,67.8,,26.67,,5.93,,5.1,0.22746063768863678,,38.0,0.6757473727170696,0.27015100499948985,0.0018365472910927456,0.05226507499234776,grass,0,80.0,7.62675,8,501,61.881742378197245,692.8780758411747,,1.95,,0.03,0.0,0.0,0.0,0.0
2013-14,,,,17.6,,30.4,,19.63,,10.0,,132.3,0.6332692503929138,,67.0,0.6017498214467911,0.20906029996939088,0.05456075910621365,0.13462911947760436,grass,2,39.0,1.769025,23,360,146.18842776039673,18.62742141509525,,12.46,,1.34,1.0,1.0,0.0,0.0
2013-14,,,,12.5,,51.3,,20.37,,8.81,,74.4,0.5399035811424255,,78.0,0.4530660136720743,0.5157126823793491,0.022599734720946844,0.00862156922762974,forest,2,99.0,0.48395,0,48,33.41167325575464,13.830809186715774,,4.56,,1.3,0.0,0.0,0.0,0.0
2013-14,,,,5.7,,99.1,,5.93,,7.3,,38.4,0.19209370017051697,,50.0,0.9326344250586674,0.02038057341087644,0.0,0.04698500153045611,grass,11,419.0,1.5448,7,908,58.44764652775631,10.377032433152213,,0.41,,0.03,0.0,0.0,0.0,0.0
2013-14,,,,13.4,,53.6,,13.33,,5.37,,5.1,0.9433935284614563,,47.0,0.8693500663197633,0.01826344250586675,0.0,0.11238649117436994,grass,0,32.0,2.1509,61,297,63.947450979125534,0.40206677940138064,,2.26,,0.14,0.0,0.0,0.0,0.0
2013-14,,,,6.3,,99.2,,16.11,,5.42,,0.3,0.16625508666038513,,44.0,0.46831955922865015,0.4476839098051219,2.5507601265177022e-05,0.08397102336496272,grass,0,446.0,7.94075,10,816,136.5835514076908,23.60545537417714,,0.4,,0.03,0.0,0.0,0.0,0.0
2013-14,,,,7.8,,91.0,,6.11,,5.73,,2.3,0.4187234342098236,,46.0,0.5145903479236813,0.44332210998877664,0.0,0.04208754208754206,grass,0,178.0,16.52355,1,852,98.85399040638865,23.89384616678109,,0.46,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,10.9,,86.4,,8.89,,1.89,,0.0,0.8787733316421509,,37.0,0.7567850219365371,0.05535149474543414,0.10080604019997959,0.08705744311804921,grass,3,227.0,13.68735,63,279,109.95619491285437,0.44945640752291194,,0.22,,0.0,0.0,0.0,0.0,0.0
2013-14,,,,8.4,,100.0,,17.59,,4.09,,14.0,0.2748229503631592,,69.0,0.7021987552290583,0.00846852362003877,0.0,0.28933272115090297,grass,19,379.0,1.73925,1,695,23.193076098507614,0.1465197029212001,,0.33,,0.23,0.0,0.0,0.0,0.0
2013-14,,,,20.1,,57.3,,25.37,,4.56,,1.4,0.6600980162620544,,57.0,0.20242832364044486,0.09792368125701459,0.10279563309866341,0.5968523620038773,noveg,0,12.0,1.8247443055486932,56,1060,93.5136557106113,4.082715845377238,,2.83,,0.17,0.0,0.0,0.0,0.0
2013-14,,,,17.8,,46.5,,22.96,,5.93,,5.8,0.760258138179779,,39.0,0.5979491888582797,0.31318232833384346,0.0711662075298439,0.017702275278032892,grass,0,200.0,10.2695,1,6,38.322753547731054,36.86446121778734,,4.65,,0.04,0.0,0.0,0.0,0.0
2013-14,,,,11.4,,61.8,,9.82,,4.95,,0.5,0.8475974798202515,,35.0,0.11672278338945005,0.7384195490256096,0.12496173859810224,0.019895928986838105,forest,3,163.0,38.26995,0,3,30.940828952544138,0.6571280379811248,,1.36,,0.01,1.0,1.0,0.0,0.0
2013-14,,,,12.4,,64.0,,4.07,,4.6,,0.0,0.771917998790741,,45.0,0.6944444444444444,0.12784409754106724,0.041143760840730535,0.1365676971737578,grass,1,30.0,1.300875,96,176,141.9536574662194,74.61667782037418,,1.06,,0.0,0.0,0.0,0.0,0.0
2013-14,,,,12.4,,89.2,,11.67,,6.17,,12.0,0.5886089205741882,,39.0,0.48436384042444647,0.22535965717783898,0.0,0.2902765023977145,grass,4,124.0,1.29345,131,165,137.83517975042736,3.280900178074203,,0.71,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,14.5,,50.5,,43.71,,6.26,,20.3,0.7594822645187378,,60.0,0.5387715539230691,0.09616365676971737,0.009488827670645853,0.3555759616365677,grass,4,118.0,7.858625,40,400,207.0892809608822,4.830727449005212,,6.22,,1.25,0.0,0.0,0.0,0.0
2013-14,,,,16.5,,57.6,,34.26,,5.35,,1.9,0.8277752995491028,,34.0,0.007703295582083461,0.7284205693296603,0.24852055912661974,0.015355575961636503,forest,12,271.0,24.67325,0,705,59.07489806385648,375.1734835356221,,3.56,,0.04,1.0,1.0,1.0,0.0
2013-14,,,,12.6,,83.4,,10.37,,4.74,,0.0,0.8419068455696106,,33.0,0.3736608509335782,0.26992143658810325,0.2236761554943373,0.1327415569839813,grass,0,214.0,2.852275,0,3,35.4198091526537,16.070368635535573,,0.65,,0.0,0.0,0.0,0.0,0.0
2013-14,,,,26.0,,28.2,,34.63,,10.0,,134.0,0.27701297402381897,,83.0,0.6118253239465361,0.015610651974288337,0.03377206407509438,0.3387919600040812,grass,1,48.0,0.806875,73,367,166.34420403109576,7.094021263103961,,25.35,,8.39,0.0,0.0,0.0,0.0
2013-14,,,,18.0,,55.3,,7.41,,6.11,,10.7,0.5085721015930176,,47.0,0.6916131007040098,0.29553106825834097,0.0009692888480767269,0.011886542189572474,grass,0,613.0,22.67975,0,5,27.29325897740127,1.0030963964852138,,2.47,,0.03,,,0.0,0.0
2013-14,,,,19.7,,75.1,,10.0,,5.72,,3.0,0.3144828677177429,,43.0,0.36361085603509846,0.039536781961024385,0.02673196612590552,0.5701203958779716,noveg,0,45.0,1.854375,170,1917,310.591451928886,21.496774388773325,,1.31,,0.02,0.0,0.0,0.0,0.0
2013-14,,,,15.4,,79.8,,12.96,,5.64,,3.0,0.5303897857666016,,34.0,0.9135292317110499,0.05869299051117233,0.0,0.027777777777777735,grass,2,413.0,4.397425,21,272,56.0956510983076,6.693286436158602,,1.02,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,20.6,,61.2,,13.33,,7.78,,47.7,0.49908292293548584,,31.0,0.5913172125293338,0.3212682379349046,0.007856341189674524,0.07955820834608708,grass,5,91.0,1.17265,1,176,88.58042105723662,60.947463072465276,,3.2,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,23.4,,51.9,,9.82,,8.94,,78.7,0.38434648513793945,,36.0,0.4650035710641771,0.43230282624222016,0.008264462809917356,0.09442913988368537,grass,5,78.0,1.36575,7,67,104.98246482409387,1.1400938944330172,,5.13,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,20.5,,34.7,,11.3,,10.0,,133.7,0.24765366315841675,,80.0,0.22467095194367923,0.604173043566983,0.07818079787776758,0.09297520661157019,forest,1,39.0,1.95525,1,42,66.29334771843673,5.1808584604411365,,9.73,,0.81,0.0,0.0,0.0,0.0
2013-14,,,,30.0,,11.5,,43.89,,9.93,,121.3,0.27488064765930176,,63.0,0.4181971227425773,0.36062646668707277,0.11774308744005714,0.10343332313029273,grass,0,55.0,1.992325,16,132,94.41367092725227,12.749742469212915,,63.47,,14.95,0.0,0.0,0.0,0.0
2013-14,,,,12.5,,82.3,,11.85,,6.06,,7.8,0.4373718500137329,,31.0,0.8015763697581879,0.14582695643301705,7.652280379553107e-05,0.05252015100499951,grass,0,169.0,3.42715,94,680,116.95783259615467,19.811837896149044,,0.89,,0.0,0.0,0.0,0.0,0.0
2013-14,,,,18.3,,63.4,,12.96,,8.01,,52.8,0.385652631521225,,35.0,0.5913682277318641,0.22319151107029894,0.05496888072645648,0.13047138047138043,grass,1,95.0,0.927475,8,205,116.40016302514253,0.4785761461630142,,2.81,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,8.8,,83.8,,12.96,,0.97,,0.0,0.4135788083076477,,26.0,0.5392561983471075,0.28645036220793796,0.0,0.17429343944495457,grass,2,383.0,4.657875,64,852,196.096103578665,41.724671871762,,0.12,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,14.5,,48.7,,19.45,,9.62,,107.9,0.44638538360595703,,64.0,0.3795531068258341,0.4804356698296092,0.039791857973676154,0.10021936537088053,forest,4,49.0,1.825775,38,126,84.20154753777469,3.9299285778685586,,5.71,,1.07,0.0,0.0,0.0,0.0
2013-14,,,,23.6,,46.6,,18.52,,7.16,,35.8,0.34366321563720703,,39.0,0.5845321905927967,0.3707784919906132,0.0,0.0446893174165901,grass,1,105.0,0.9605,0,91,43.65351133166495,58.143111673015085,,6.11,,0.03,1.0,0.0,0.0,0.0
2013-14,,,,19.4,,46.5,,25.19,,4.07,,1.8,0.4308764338493347,,63.0,0.4010815222936435,0.15779002142638507,0.012345679012345678,0.42878277726762576,noveg,0,53.0,5.62005,162,1810,282.60109352921495,14.761887679445218,,3.56,,0.45,0.0,0.0,0.0,0.0
2013-14,,,,20.1,,48.3,,18.33,,4.72,,2.1,0.5972767472267151,,39.0,0.8141006019793898,0.10496377920620345,0.0039536781961024385,0.07698194061830428,grass,3,213.0,8.372175,2,72,20.22609905196916,30.57447004729105,,3.37,,0.05,0.0,0.0,0.0,0.0
2013-14,,,,23.3,,37.4,,26.11,,4.88,,3.9,0.665023922920227,,34.0,0.7021477400265279,0.01721763085399449,0.011912049790837669,0.26872257932863997,grass,6,2.0,0.75025,34,304,60.61895523380452,193.01408936288897,,6.77,,0.05,0.0,0.0,0.0,0.0
2013-14,,,,15.6,,52.9,,36.11,,2.01,,0.0,0.787818968296051,,37.0,0.3623609835731048,0.5847107438016529,0.03545556575859606,0.017472706866646294,forest,1,451.0,20.89005,5,615,33.47220545161868,67.91164103063596,,1.61,,0.07,0.0,0.0,0.0,0.0
2013-14,,,,16.3,,67.4,,17.41,,5.1,,0.0,0.6604496240615845,,28.0,0.711662075298439,0.10774410774410774,0.006708499132741557,0.17388531782471175,grass,0,184.0,2.82075,113,222,172.35621775613293,0.6250842237181473,,1.62,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,28.1,,18.6,,25.74,,8.92,,78.0,0.5170700550079346,,40.0,0.686894194469952,0.12172227323742475,0.034154678094072036,0.1572288541985512,grass,3,67.0,1.1603,10,76,123.66170865210698,624.62709406203,,27.4,,0.35,0.0,0.0,0.0,0.0
2013-14,,,,23.2,,30.9,,24.45,,5.17,,1.3,0.7251898646354675,,39.0,0.1867156412610958,0.7370931537598204,0.051270278543005816,0.02492092643607801,forest,1,147.0,17.14505,0,64,31.379647436014704,707.1002309386515,,8.63,,0.08,1.0,1.0,0.0,0.0
2013-14,,,,16.0,,56.8,,26.3,,4.2,,0.0,0.7807618379592896,,34.0,0.8043566982960922,0.0983573104785226,0.008876645240281604,0.08840934598510355,grass,1,436.0,8.986225,1,117,54.500583777127495,16.351272730906825,,2.35,,0.02,0.0,0.0,0.0,0.0
2013-14,,,,20.4,,30.3,,18.52,,9.84,,131.6,0.4286760687828064,,69.0,0.7221712070196918,0.059738802163044585,0.04588817467605347,0.1722018161412101,grass,2,44.0,1.23745,5,338,102.34882729595601,54.87844458084266,,13.13,,1.97,1.0,1.0,0.0,0.0
2013-14,,,,29.3,,17.7,,30.0,,9.63,,105.8,0.5146013498306274,,84.0,0.9612029384756657,0.002091623303744516,0.031170288746046323,0.005535149474543425,grass,0,70.0,2.05805,0,14,28.50284542091476,68.75740015855688,,35.06,,14.12,,,0.0,0.0
2013-14,,,,13.5,,71.5,,15.19,,4.2,,0.4,0.9129338264465332,,41.0,0.03101724313845526,0.9452351800836649,0.003520048974594429,0.020227527803285433,forest,1,652.0,17.03355,0,84,61.991546788895704,11.792759306871714,,1.01,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,20.3,,49.4,,18.71,,5.99,,6.4,0.4151512086391449,,76.0,0.41845219875522904,0.3544791347821651,0.009947964493419038,0.2171207019691869,grass,3,110.0,0.752275,29,592,172.97532769205299,0.20409785368177316,,4.17,,0.66,0.0,0.0,0.0,0.0
2013-14,,,,13.7,,55.1,,18.71,,4.5,,1.8,0.8958306908607483,,40.0,0.5747627793082338,0.22961942658912357,0.029359249056218752,0.16625854504642384,grass,1,79.0,2.521075,76,1353,112.17839557707677,0.3702818712260952,,2.07,,0.04,0.0,0.0,0.0,0.0
2013-14,,,,19.2,,53.4,,14.63,,5.99,,6.4,0.5245438814163208,,41.0,0.8843740434649525,0.09445464748495051,0.0,0.021171309050096968,grass,5,185.0,4.22815,6,320,80.66421578038214,0.2275780062168657,,3.2,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,20.1,,44.2,,7.04,,6.03,,7.2,0.3869064450263977,,57.0,0.5240281603917968,0.2927252321191715,0.015636159575553515,0.1676104479134782,grass,1,108.0,0.726425,5,548,125.32413147557507,97.23045905009981,,3.82,,0.04,1.0,0.0,0.0,0.0
2013-14,,,,19.5,,59.8,,24.45,,5.68,,2.5,0.5936464071273804,,31.0,0.6839353127231915,0.27015100499948985,0.0,0.045913682277318624,grass,1,174.0,12.713275,0,47,40.77423691805329,2.167753476808473,,3.08,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,29.1,,25.2,,20.56,,6.2,,14.5,0.364847868680954,,37.0,0.4150596877869605,0.34843383328231814,0.007932863993470055,0.22857361493725126,grass,0,60.0,4.600375,12,61,53.249105789798065,9.152726123484571,,14.0,,0.03,0.0,0.0,0.0,0.0
2013-14,,,,24.4,,34.8,,29.45,,9.64,,106.4,0.3351389169692993,,67.0,0.7732119171513111,0.08042546678910316,0.0996837057443118,0.04667891031527392,grass,21,66.0,2.1475,2,116,44.88163711498861,0.29494754315029864,,16.3,,2.51,1.0,1.0,1.0,0.0
2013-14,,,,14.6,,66.1,,20.56,,5.44,,4.3,0.8226381540298462,,39.0,0.5106111621263136,0.12769105193347619,0.18880726456484032,0.17289052137536987,grass,0,46.0,2.7423,62,1612,83.86934394676994,22.34898279441095,,1.84,,0.04,0.0,0.0,0.0,0.0
2013-14,,,,19.7,,51.6,,32.6,,6.0,,6.6,0.5822010040283203,,68.0,0.712682379349046,0.02150290786654423,0.0,0.26581471278440977,grass,13,35.0,1.269525,97,1333,337.44616220973705,25.503396044771055,,5.27,,0.62,0.0,0.0,0.0,0.0
2013-14,,,,11.8,,62.5,,17.78,,4.84,,3.8,0.34403327107429504,,48.0,0.09108764411794715,0.82853790429548,0.0,0.08037445158657286,forest,0,321.0,28.35085,16,36,159.57075648380152,3.020522977124586,,1.59,,0.04,0.0,0.0,0.0,0.0
2013-14,,,,18.0,,62.9,,15.56,,5.61,,4.4,0.7474884986877441,,33.0,0.43709825528007346,0.45656055504540355,0.041577390062238546,0.0647637996122844,forest,2,153.0,11.01485,40,634,84.68078957201325,1.1283522111710378,,2.11,,0.02,0.0,0.0,0.0,0.0
2013-14,,,,15.6,,59.8,,33.89,,6.06,,7.8,0.5549967885017395,,68.0,0.7151566166717682,0.020967248239975513,0.0,0.26387613508825625,grass,0,35.0,1.27265,94,1334,337.59428705509254,1.1988616984681622,,3.59,,0.53,0.0,0.0,0.0,0.0
2013-14,,,,15.3,,50.8,,15.0,,6.32,,22.1,0.2068578600883484,,44.0,0.7446944189368432,0.02793082338536884,0.0,0.22737475767778798,grass,4,115.0,0.4759,0,251,44.87389030796133,1.691520102987083,,3.24,,0.04,0.0,0.0,0.0,0.0
2013-14,,,,15.8,,52.4,,9.26,,5.7,,6.8,0.3591306805610657,,33.0,0.945541271298847,0.041245791245791245,0.0,0.013212937455361735,grass,9,178.0,0.407675,0,187,58.23618770526317,3.330419855988937,,2.47,,0.01,0.0,0.0,0.0,0.0
2013-14,,,,22.4,,27.1,,37.97,,4.5,,0.2,0.6025010347366333,,58.0,0.23352208958269563,0.3431537598204265,0.07861442709927559,0.3447097234976023,noveg,1,168.0,10.464375,220,1981,181.3620480742545,40.004317069525875,,11.45,,1.67,0.0,0.0,0.0,0.0
2013-14,,,,22.7,,29.4,,37.23,,4.09,,0.5,0.33216971158981323,,25.0,0.44543924089378634,0.40212733394551575,0.017447199265381085,0.13498622589531678,grass,0,81.0,8.498275,10,462,121.38016275116783,19.250087270465833,,9.58,,0.03,0.0,0.0,0.0,0.0
2013-14,,,,26.5,,17.9,,36.3,,6.11,,9.4,0.3886902630329132,,65.0,0.6506223854708704,0.3181052953780226,0.009514335271911029,0.02175798387919598,grass,0,164.0,1.24425,49,649,50.646017925499635,15.758117602806415,,23.45,,3.15,0.0,0.0,0.0,0.0
2013-14,,,,22.9,,33.6,,34.08,,3.94,,1.0,0.7628027200698853,,26.0,0.6835526987042139,0.17987960412202836,0.10889194980104071,0.027675747372717066,grass,1,227.0,21.67785,0,112,53.300454293197106,17.811574256326892,,7.42,,0.04,0.0,0.0,0.0,0.0
2013-14,,,,15.3,,67.7,,31.11,,6.09,,8.7,0.6026257872581482,,67.0,0.690490766248342,0.04703601673298643,0.0539485766758494,0.20852464034282214,grass,0,131.0,0.79615,80,162,173.71868603308786,1.8608299670113637,,2.55,,0.27,0.0,0.0,0.0,0.0
2013-14,,,,9.6,,65.1,,34.08,,6.18,,13.0,0.7448364496231079,,37.0,0.6415161718192022,0.3265993265993266,0.006861544740332619,0.025022956841138595,grass,0,91.0,4.937375,0,96,53.63395967390438,2.328172326289051,,2.5,,0.08,0.0,0.0,0.0,0.0
2013-14,,,,7.6,,64.2,,5.37,,10.0,,138.0,0.2290094643831253,,89.0,0.47074278134884195,0.26249872461993673,0.1961789613304765,0.07057953270074482,grass,1,33.0,1.921275,2,308,57.63320941952859,10.435013752795218,,1.98,,0.69,0.0,0.0,0.0,0.0
2013-14,,,,16.6,,41.5,,36.48,,4.75,,2.8,0.6705348491668701,,27.0,0.5122946638098154,0.45656055504540355,0.009488827670645853,0.021655953474135233,grass,1,305.0,7.53075,0,49,44.4552468424394,4.634417975018816,,5.83,,0.04,0.0,0.0,0.0,0.0
2013-14,,,,17.4,,36.3,,10.37,,6.16,,11.2,0.26315924525260925,,55.0,0.8150698908274666,0.13105805530047954,0.04142434445464749,0.01244770941740636,grass,1,149.0,1.35445,1,472,51.43853073554064,0.3145041263015664,,5.03,,0.2,0.0,0.0,0.0,0.0
2013-14,,,,18.8,,33.3,,29.08,,4.6,,0.0,0.6207074522972107,,36.0,0.2585450464238343,0.37651770227527803,0.25257626772778285,0.11236098357310476,forest,0,238.0,15.526075,1,1149,78.16788796834413,27.178434565241268,,6.77,,0.07,0.0,0.0,0.0,0.0
2013-14,,,,21.3,,26.4,,33.71,,5.3,,2.9,0.5054442286491394,,25.0,0.35529537802265077,0.6269003162942557,0.0006121824303642485,0.0171921232527293,forest,12,410.0,4.904975,1,304,53.131957152373786,119.99637559830819,,12.06,,0.02,0.0,0.0,0.0,0.0
2013-14,,,,25.6,,19.0,,21.11,,6.13,,9.9,0.4512575566768646,,68.0,0.3360116314661769,0.6464136312621162,2.5507601265177022e-05,0.01754922967044171,forest,1,250.0,4.1374,0,110,52.80333554595343,62.02791006730738,,15.41,,1.04,0.0,0.0,0.0,0.0
2013-14,,,,25.2,,31.4,,7.96,,6.19,,16.8,0.31354063749313354,,36.0,0.5996071829405163,0.07585960616263647,0.0,0.3245332108968472,grass,2,116.0,0.189275,41,529,98.47111433327565,2.153356580485472,,7.39,,0.02,0.0,0.0,0.0,0.0
2013-14,,,,19.5,,51.7,,25.93,,6.4,,22.4,0.24287952482700348,,37.0,0.10674931129476584,0.8594021018263442,0.01892664013876135,0.014921946740128568,forest,9,681.0,26.750975,0,1,30.122878122041044,578.7715182251276,,4.74,,0.04,1.0,1.0,1.0,1.0
2013-14,,,,25.3,,25.1,,28.15,,10.0,,142.7,0.23504377901554108,,78.0,0.485588205285175,0.1763085399449036,0.17153861850831548,0.16656463626160595,grass,4,39.0,1.86045,10,339,115.08096322815018,40.7012046702753,,23.67,,6.74,0.0,0.0,0.0,0.0
2013-14,,,,18.3,,44.3,,35.0,,6.47,,24.6,0.31577959656715393,,55.0,0.51512600755025,0.37059993878175695,0.003647586980920314,0.11062646668707278,grass,2,110.0,0.79845,10,586,90.0536083252339,11.893472626424302,,7.36,,1.25,0.0,0.0,0.0,0.0
2013-14,,,,20.1,,30.2,,14.45,,10.0,,142.4,0.15391285717487335,,85.0,0.5915977961432507,0.01550862156922763,0.03145087235996327,0.36144270992755845,grass,7,48.0,0.691325,98,366,186.899583455536,16.467695985264932,,12.09,,1.97,0.0,0.0,0.0,0.0
2013-14,,,,16.8,,49.9,,17.04,,4.35,,3.2,0.4649825096130371,,37.0,0.004897459442913988,0.6349862258953168,0.35537190082644626,0.004744413835322925,forest,48,1276.0,14.868325,0,5,20.722499180091827,573.3425640796632,,2.56,,0.02,1.0,1.0,1.0,0.0
2013-14,,,,17.3,,66.8,,7.59,,5.27,,0.7,0.4751631021499634,,53.0,0.372334455667789,0.5506836037139068,0.0,0.07698194061830421,forest,0,71.0,15.567925,13,1291,121.52073741483791,20.048552060363132,,1.4,,0.03,0.0,0.0,0.0,0.0
2013-14,,,,22.9,,36.2,,7.59,,5.23,,0.5,0.5604602694511414,,50.0,0.5426997245179064,0.14095500459136823,0.0009947964493419038,0.3153504744413835,grass,0,126.0,7.776725,77,1474,199.2678323106325,1.9027491404283094,,4.85,,0.05,0.0,0.0,0.0,0.0
2013-14,,,,34.2,,10.6,,19.45,,9.65,,106.7,0.1880595088005066,,98.0,0.9444444444444444,0.014768901132537496,0.039638812366085095,0.0011478420569329892,grass,7,82.0,1.985925,0,6,16.232625401179224,207.87828188859538,,41.51,,21.17,1.0,1.0,1.0,0.0
2013-14,,,,18.7,,58.5,,26.3,,4.75,,1.9,0.7728772759437561,,27.0,0.8025966738087951,0.10488725640240791,0.06593714927048261,0.02657892051831441,grass,0,200.0,14.370275,1,289,41.56110025671204,13.478278714837167,,2.75,,0.02,0.0,0.0,0.0,0.0
2013-14,,,,14.5,,79.5,,18.52,,6.68,,27.7,0.15921738743782043,,83.0,0.8820528517498214,0.05149984695439241,0.0,0.06644730129578619,grass,2,108.0,0.193075,1,117,28.90447260700958,94.03875419016838,,1.34,,1.03,1.0,1.0,0.0,0.0
2013-14,,,,17.1,,46.3,,21.3,,6.0,,6.5,0.5399661660194397,,51.0,0.6210080604019999,0.28856749311294766,0.0,0.09042444648505249,grass,0,214.0,4.51825,7,227,66.55214360320423,0.3068102301330943,,4.44,,0.23,0.0,0.0,0.0,0.0
2013-14,,,,11.0,,52.9,,20.74,,5.52,,5.7,0.2569160461425781,,42.0,0.0017600244872972145,0.8904448525660646,0.10399449035812672,0.00380063258851146,forest,43,1265.0,42.534375,0,0,0.0,3863.2045827219918,,2.61,,0.03,1.0,1.0,1.0,0.0
2013-14,,,,12.0,,66.3,,15.93,,2.11,,0.0,0.7246074676513672,,26.0,0.3450413223140496,0.5884858687888991,0.04494439342924191,0.021528415467809404,forest,2,371.0,24.608125,0,509,66.338019808152,4.006901907904102,,0.59,,0.0,0.0,0.0,0.0,0.0
2013-14,,,,23.1,,34.4,,21.85,,6.14,,10.8,0.3026135563850403,,47.0,0.710514233241506,0.1574329150086726,0.0,0.13205285174982143,grass,0,318.0,17.0121,2,31,57.53555138250352,6.324933036729145,,8.5,,0.25,0.0,0.0,0.0,0.0
2013-14,,,,31.2,,11.2,,23.52,,9.06,,82.9,0.22422397136688232,,96.0,0.9639322518110397,0.00040812162024283236,0.021018263442505868,0.014641363126211601,grass,4,80.0,0.42135,0,25,20.975503238201334,4.3134932635588665,,38.01,,25.53,0.0,0.0,1.0,0.0
